"code_muni","nome","2000","2002","2004","2006","2008","2010","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
5106703,"Ponte Branca",198.3411,12.5199,24.327,20.9151,8.8344,5.1786,1.9998,1.7685,1.5264,5.7474,1.8162,2.79,1.9953,1.9584,2.2122,2.7099,3.4101,3.6684,0.0747,0.396
5106752,"Pontes E Lacerda",31.4523,6.021,6.6942,2.5524,9.4122,7.1838,2.0079,0.7884,1.0314,0,0,4.8807,1.4247,9.9207,0.6471,1.2375,1.4184,9e-04,0.1035,0.0135
5106778,"Porto Alegre do Norte",194.4198,84.3426,49.6926,19.6695,11.727,19.413,6.9345,25.2126,27.1719,7.1703,90.6219,5.4342,29.3517,10.4292,20.6271,12.8727,4.7592,10.0701,6.8202,0.63
5106851,"Porto Estrela",552.2598,92.7297,90.8631,20.2059,30.3246,13.0176,2.5803,10.2807,3.5343,4.6719,5.5332,1.5678,11.277,9.7119,4.293,3.429,1.7118,4.4271,0.8145,0.0837
5107008,"Poxoréu",3869.5176,176.1318,136.521,74.8557,61.686,33.2973,24.2379,19.0818,25.3674,34.137,28.08,39.1491,27.8802,12.9411,12.7656,13.8393,7.9479,4.4757,4.8915,4.6152
5107040,"Primavera do Leste",3657.7179,271.845,225.5562,48.9024,43.4358,34.2549,40.4982,18.2817,8.3016,6.3693,1.1196,2.2743,3.9015,1.2015,12.4443,8.7228,3.9375,0.5283,0.3321,3.4848
5107065,"Querência",28.935,13.689,61.2792,8.1306,2.655,0.7425,0,0.0963,0,0,0.5733,0,0,0,0.0747,0.0324,0,0,0,0
5107156,"Reserva do Cabaçal",230.1003,1.9107,23.8653,36.3177,18.63,22.3704,3.8961,2.7261,0.5319,5.9166,22.2984,4.8645,21.1248,4.6098,5.6781,5.3964,19.4742,1.9755,3.2967,18.3168
5107180,"Ribeirão Cascalheira",1219.8555,247.32,218.1645,132.5115,86.2605,33.0732,46.3797,49.3785,34.5321,65.0268,47.6136,88.4583,69.1452,49.7925,44.2935,50.0058,52.9866,45.558,19.9098,12.762
5107198,"Ribeirãozinho",356.3109,15.489,31.7844,12.0303,6.0309,10.3581,3.2328,9.6075,2.4273,6.6366,3.4047,2.4795,3.4083,2.2239,1.1925,4.068,0.6678,1.3734,0,0.1692
5107206,"Rio Branco",2.3994,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107263,"Santo Afonso",0.5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107297,"São José do Povo",349.6212,30.1527,5.274,8.4861,2.1096,1.5966,2.3049,2.7432,1.0701,4.2651,0.4248,2.2527,1.5273,0.8658,0.711,0.3051,0.1143,0,0.0369,0.1566
5107305,"São José do Rio Claro",738.1296,56.9862,117.2547,61.0443,19.647,2.6973,4.2039,2.4039,3.0321,3.5631,1.7442,0.9738,0.7731,0.6642,0.9531,5.8482,2.4813,0.3429,1.7946,0
5107404,"São Pedro da Cipa",331.4997,0.9549,0,0.018,1.2465,0.2052,0.0243,0,0.1116,0,0,0,0.0144,0.3366,0.2655,0.1548,0,0,0.1368,0.216
5107602,"Rondonópolis",3920.3154,81.6705,57.0708,32.4171,22.3038,6.0939,3.1131,3.2004,3.9222,8.766,2.9736,2.4579,3.6072,1.6209,2.7234,2.1528,1.3896,0.4005,0.8631,0.2205
5107701,"Rosário Oeste",1400.0922,258.9174,299.0754,203.4441,124.1199,70.1694,100.9845,83.1663,45.7236,111.357,60.0507,40.7412,58.1229,68.6511,45.7767,44.8452,39.4029,18.1494,26.523,11.3688
5107750,"Salto do Céu",87.4323,3.2337,19.0116,0.3798,4.5783,0.0288,0,0.0279,0,0,0,0,0.0972,1.2816,0.1062,2.5065,0.0189,0,0.0207,1.4184
5107768,"Santa Rita do Trivelato",1658.1996,140.4531,323.9316,80.2422,115.1406,24.5358,39.3534,34.6968,14.9157,25.965,10.827,8.2026,13.6008,9.5868,7.263,13.7826,14.8725,5.2137,8.3601,0.8586
5107776,"Santa Terezinha",155.1537,5.0661,1.5939,5.8779,4.851,1.0422,1.8207,0.297,1.3689,0.5049,0.5319,0,0.0963,0.2187,2.7234,1.2654,0.8595,1.2258,0.7938,1.44
5107792,"Santo Antônio do Leste",1717.6347,84.3291,152.37,53.0505,25.2099,17.7705,21.5991,5.0967,4.3632,4.0131,6.5817,1.5147,3.1428,3.2211,1.0809,7.1622,1.2042,0.2223,0.1251,8.271
5107800,"Santo Antônio de Leverger",1060.8669,79.2306,68.1876,58.8438,37.3266,14.6844,8.3934,12.5352,6.7311,5.9373,11.0349,4.3236,10.1763,5.3676,8.2368,9.8064,4.7988,0.8649,1.3221,5.0553
5107859,"São Félix do Araguaia",516.8574,84.3795,96.0336,76.3641,45.9603,40.7997,33.3504,55.2996,39.7989,84.3921,22.0446,27.342,21.861,45.0216,30.2832,29.088,40.6665,42.7734,17.2881,30.8655
5107875,"Sapezal",3876.9579,376.9587,605.4813,116.226,100.8684,46.9611,36.5508,33.0579,12.0861,47.7189,29.7369,13.6314,3.9159,19.1709,3.006,8.5734,5.8833,7.3188,6.9561,38.7639
5107883,"Serra Nova Dourada",160.5573,45.7893,32.058,40.9248,15.1173,15.9453,19.305,20.9835,19.9224,13.6782,23.706,5.7573,9.0495,7.1802,11.4489,8.4771,6.2775,5.3856,2.3472,7.4907
5107925,"Sorriso",3733.9128,251.1765,136.5021,52.2891,71.3295,6.3018,4.8141,6.1749,7.7697,5.5197,1.7469,2.4318,3.7818,0.81,0.6624,3.1833,0.9936,0.3771,1.4265,0.1287
5107958,"Tangará da Serra",745.9371,61.7949,197.3943,47.7162,36.1755,24.6114,68.9175,34.542,35.6724,29.3958,73.2177,26.8056,16.7337,18.5652,0.0954,7.6644,4.2984,6.5637,3.5388,1.4085
5108006,"Tapurah",471.9735,33.93,50.4774,10.6299,5.4684,1.8324,0.5058,0.0828,0,1.9566,0.2277,0.0117,0.6201,0.0612,0,0.0279,0,0.0567,0.0612,0
5108105,"Tesouro",1349.2746,126.4302,132.2163,98.8245,56.4147,68.2155,43.2216,24.8868,18.3141,36.7875,30.5784,28.4355,22.3047,21.8817,21.7701,19.2213,13.5882,9.7398,4.9563,4.9473
5108204,"Torixoréu",1090.3482,82.8711,105.7356,48.2886,17.4096,20.2329,20.6244,17.9073,10.1268,26.7372,7.7787,13.9401,10.1412,10.1358,9.2664,9.603,5.6322,6.7707,4.2957,2.475
5108352,"Vale de São Domingos",14.22,5.8023,118.4832,13.2687,1.7325,44.6517,3.1959,15.9075,0.3897,3.6405,0,2.5245,6.8256,0.5508,1.7955,4.536,4.1958,5.256,0.4527,1.8036
5108402,"Várzea Grande",331.6644,29.5029,33.4521,34.398,17.9793,16.1334,11.4066,13.3785,5.0562,11.754,11.4471,5.7753,8.2764,6.8175,8.7201,5.0337,2.2716,3.8367,3.0942,8.9253
5108501,"Vera",1.5993,0,0,0,0.0216,0,0.0081,0,0,0,0,0,0,0.0144,0,0,0,0,0,0
5108857,"Nova Marilândia",159.7203,12.5127,41.1975,4.0725,7.2126,8.9469,0.5544,22.5099,1.3905,0,0.2655,0,4.0878,0,1.5795,0.3996,0.7398,16.4925,6.5232,10.0413
5108907,"Nova Maringá",218.1915,20.7018,105.1659,31.6368,30.1905,3.7008,0.9045,5.3622,13.3632,12.5928,1.5732,2.8602,1.3545,0.0405,0.0981,0,1.9179,3.1527,0,0
